Line Num	Original ID	File	ARO	ARO:number	Synonim	Drug class	Note
2204	MEG_3223|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
2218	MEG_2050|Metals|Copper_resistance|Copper_resistance_protein|COPC	abricate_megares_both_ARO_mapping.tsv	nan	COPC		metal resistance gene	
							
2266	MEG_5348|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000619	parC	fluoroquinolone	fluoroquinolone resistant parC
							
2276	MEG_5382|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003313	parE	fluoroquinolone	fluoroquinolone resistant parE
							
2303	MEG_3878|Metals|Mercury_resistance|Mercury_resistance_protein|MERP	abricate_megares_both_ARO_mapping.tsv	nan	MERP		metal resistance gene	
							
2321	MEG_3929|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXR	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000506	MexR	multi-drug	
							
2351	MEG_2052|Metals|Copper_resistance|Copper_resistance_protein|COPD	abricate_megares_both_ARO_mapping.tsv	nan	COPD		metal resistance gene	
							
2468	MEG_3051|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FPVA	abricate_megares_both_ARO_mapping.tsv	nan	FPVA		metal resistance gene	
							
2599	MEG_3233|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
2630	MEG_6104|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000210	rpoB	rifamycin	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)
							
2664	MEG_2712|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol_resistant_arabinosyltransferase|EMBC|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003327	Mtub_embC_EMB	polyamine	https://card.mcmaster.ca/ontology/39911
							
2682	MEG_3237|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
2711	MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3001312	EF-tu	elfamycin	ARG gene family
							
2723	MEG_1488|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADX	abricate_megares_both_ARO_mapping.tsv	nan	CADX		metal resistance gene	
							
2754	MEG_5380|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003313	parE	fluoroquinolone	fluoroquinolone resistant parE
							
2755	MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000619	parC	fluoroquinolone	fluoroquinolone resistant parC
							
2793	MEG_4077|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MTRA	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000816	mtrA	multi-drug	
							
2799	MEG_6095|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000210	rpoB	rifamycin	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)
							
2802	MEG_6119|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000210	rpoB	rifamycin	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)
							
2811	MEG_6123|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000210	rpoB	rifamycin	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)
							
2832	MEG_3179|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
2853	MEG_3231|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
2861	MEG_2072|Metals|Copper_resistance|Copper_resistance_regulator|COPR	abricate_megares_both_ARO_mapping.tsv	nan	COPR		metal resistance gene	
							
2868	MEG_5327|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000619	parC	fluoroquinolone	fluoroquinolone resistant parC
							
2881	MEG_411|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000702	acrR	multi-drug	
							
2909	MEG_7313|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3001312	EF-tu	elfamycin	ARG gene family
							
2911	MEG_5354|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000619	parC	fluoroquinolone	fluoroquinolone resistant parC
							
2927	MEG_5405|Drugs|betalactams|Penicillin_binding_protein|PBP2|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
2930	MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
2997	MEG_5373|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003313	parE	fluoroquinolone	fluoroquinolone resistant parE
							
2999	MEG_7304|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3001312	EF-tu	elfamycin	ARG gene family
							
3036	MEG_3236|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
3037	MEG_3933|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000814	MexT	multi-drug	https://card.mcmaster.ca/ontology/37194
							
3045	MEG_3188|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
3053	MEG_3241|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000479	gyrB	aminocoumarin	aminocoumarin resistant gyrB
							
3064	MEG_6106|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000210	rpoB	rifamycin	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)
							
3094	MEG_6056|Metals|Copper_resistance|Copper_resistance_regulator|RICR	abricate_megares_both_ARO_mapping.tsv	nan	RICR		metal resistance gene	
							
3128	MEG_5780|Drugs|Lipopeptides|Daptomycin-resistant_mutant|PGSA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003080	daptomycin resistant pgsA	peptide	AMR gene family
							
3133	MEG_6124|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000210	rpoB	rifamycin	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)
							
3139	MEG_6129|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000210	rpoB	rifamycin	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)
							
3168	MEG_5375|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003313	parE	fluoroquinolone	fluoroquinolone resistant parE
							
3195	MEG_1145|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB	abricate_megares_both_ARO_mapping.tsv	nan	ARSB		metal resistance gene	
							
3248	MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3004270	fabI	disinfecting agents and antiseptics, isoniazid-like antibiotic	ARG gene family
							
3251	MEG_6112|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000210	rpoB	rifamycin	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)
							
3262	MEG_3198|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
3297	MEG_7858|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB	abricate_megares_both_ARO_mapping.tsv	nan	ZNUB		metal resistance gene	
							
3314	MEG_6120|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000210	rpoB	rifamycin	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)
							
3337	MEG_1187|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXYZ|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3004145	AxyZ	multi-drug	
							
3339	MEG_3925|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXR	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000506	MexR	multi-drug	
							
3362	MEG_3177|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
3391	MEG_4205|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|NMTR	abricate_megares_both_ARO_mapping.tsv	nan	NMTR		metal resistance gene	
							
3443	MEG_6563|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_regulator|SRPR	abricate_megares_both_ARO_mapping.tsv	nan	SRPR		biocide resistance gene	
							
3498	MEG_7640|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|VCER	abricate_megares_both_ARO_mapping.tsv	nan	VCER		biocide resistance gene	
							
3504	MEG_3215|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
3505	MEG_5359|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000619	parC	fluoroquinolone	fluoroquinolone resistant parC
							
3528	MEG_4167|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA	abricate_megares_both_ARO_mapping.tsv	nan	NIKA		metal resistance gene	
							
3625	MEG_3243|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000479	gyrB	aminocoumarin	aminocoumarin resistant gyrB
							
3634	MEG_4279|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003385	Klebsiella aerogenes Omp36	multi-drug	
							
3648	MEG_7311|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3001312	EF-tu	elfamycin	ARG gene family
							
3676	MEG_4087|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|MTRR|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000817	mtrR	multi-drug	
							
3695	MEG_7321|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3001312	EF-tu	elfamycin	ARG gene family
							
3750	MEG_3857|Metals|Mercury_resistance|Mercury_resistance_protein|MERC	abricate_megares_both_ARO_mapping.tsv	nan	MERC		metal resistance gene	
							
3755	MEG_5336|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000619	parC	fluoroquinolone	fluoroquinolone resistant parC
							
3767	MEG_5815|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC	abricate_megares_both_ARO_mapping.tsv	nan	PSTC		metal resistance gene	
							
3801	MEG_5391|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003313	parE	fluoroquinolone	fluoroquinolone resistant parE
							
3809	MEG_6111|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000210	rpoB	rifamycin	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)
							
3814	MEG_1176|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM	abricate_megares_both_ARO_mapping.tsv	nan	ARSRM		metal resistance gene	
							
3862	MEG_713|Metals|Arsenic_resistance|Arsenite_oxidase|AIOB	abricate_megares_both_ARO_mapping.tsv	nan	AOIB		metal resistance gene	
							
3876	MEG_5372|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003313	parE	fluoroquinolone	fluoroquinolone resistant parE
							
3883	MEG_497|Drugs|betalactams|Class_C_betalactamases|ACT	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000072	ACT	cephamycin, cephalosporin, penam, carbapenem	ARG gene family
							
3903	MEG_6125|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000210	rpoB	rifamycin	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)
							
3910	MEG_3221|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
3920	MEG_3194|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
3931	MEG_6122|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000210	rpoB	rifamycin	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)
							
3932	MEG_5342|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000619	parC	fluoroquinolone	fluoroquinolone resistant parC
							
3943	MEG_5350|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000619	parC	fluoroquinolone	fluoroquinolone resistant parC
							
3976	MEG_5399|Drugs|betalactams|Penicillin_binding_protein|PBP1A|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
3982	MEG_3851|Metals|Mercury_resistance|Mercury_resistance_protein|MERB	abricate_megares_both_ARO_mapping.tsv	nan	MERB		metal resistance gene	
							
4013	MEG_7272|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIAP	abricate_megares_both_ARO_mapping.tsv	nan	TRIAP		biocide resistance gene	
							
4017	MEG_3852|Metals|Mercury_resistance|Mercury_resistance_protein|MERB	abricate_megares_both_ARO_mapping.tsv	nan	MERB		metal resistance gene	
							
4190	MEG_3222|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
4207	MEG_3197|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
4224	MEG_3228|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
4233	MEG_6544|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB	abricate_megares_both_ARO_mapping.tsv	nan	SODB		biocide resistance gene	
							
4234	MEG_3238|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000479	gyrB	aminocoumarin	aminocoumarin resistant gyrB
							
4248	MEG_2142|Metals|Copper_resistance|Copper_resistance_protein|CTPV	abricate_megares_both_ARO_mapping.tsv	nan	CTPV		metal resistance gene	
							
4257	MEG_2877|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABL	abricate_megares_both_ARO_mapping.tsv	nan	FABL		biocide resistance gene	
							
4317	MEG_6131|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000210	rpoB	rifamycin	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)
							
4321	MEG_3879|Metals|Mercury_resistance|Mercury_resistance_protein|MERP	abricate_megares_both_ARO_mapping.tsv	nan	MERP		metal resistance gene	
							
4345	MEG_7320|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3001312	EF-tu	elfamycin	ARG gene family
							
4367	MEG_7316|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3001312	EF-tu	elfamycin	ARG gene family
							
4376	MEG_7192|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003479	tetR	tetracycline	https://card.mcmaster.ca/ontology/40072
							
4381	MEG_5355|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3000619	parC	fluoroquinolone	fluoroquinolone resistant parC
							
4396	MEG_5367|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003313	parE	fluoroquinolone	fluoroquinolone resistant parE
							
4414	MEG_3186|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
4434	MEG_3201|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003292	gyrA	fluoroquinolone	fluoroquinolone resistant gyrA
							
4439	MEG_5386|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	abricate_megares_both_ARO_mapping.tsv	nan	ARO:3003313	parE	fluoroquinolone	fluoroquinolone resistant parE
							
4473	MEG_1168|Biocides|Naphthoquinone|Naphthoquinone_resistance_protein|ARSHN	abricate_megares_both_ARO_mapping.tsv	nan	ARSHN		biocide resistance gene	
							
4524	MEG_6530|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|SMET	abricate_megares_both_ARO_mapping.tsv	nan	SMET		biocide resistance gene	
